country,Q3,Q5,Q40,Q41,Q43,Q131,Q142,Q150,Q46,Q49,Q22,Q182,Q209,Q218,Q57,Q58,Q59,Q60,Q61,Q62,Q63,score
ECU,1.6705783738474431,1.232247284878864,1.85559265442404,2.196817420435511,2.1480235492010094,2.0959933222036726,1.740958788898234,1.7644593461860856,1.5016949152542374,7.785475792988314,1.685,3.7046046915725457,2.3786078098471988,2.6936860068259385,1.941376380628717,1.5676126878130217,2.7545909849749584,2.6569282136894823,3.527986633249791,3.1434599156118144,3.264358108108108,0.5166891464239187
EGY,2.394449116904962,1.4389632107023411,1.4101921470342522,1.497051390058972,2.8411614005123824,1.5416666666666667,2.077396657871592,1.8727885425442288,2.273561301084237,5.868003341687552,1.16,,2.8274678111587983,,1.926482873851295,1.0733333333333333,1.8098415346121768,1.6597164303586325,3.096476510067114,2.535593220338983,3.149293286219081,0.5356812229865954
ETH,1.8564437194127243,1.0975609756097562,1.424390243902439,1.401952807160293,2.562448304383788,2.1898940505297477,1.4971521562245729,1.6726384364820848,1.8170731707317076,5.779495524816924,1.3032786885245902,1.6407582938388623,2.544995794785534,2.7855887521968365,1.880913539967373,1.1276422764227645,1.903173311635476,2.2889795918367346,2.66557911908646,2.5801963993453354,3.0558375634517767,0.5592579523368616
GBR,1.593036750483559,2.106457925636008,2.5558572536850277,3.5472790428406022,1.7708251857645678,1.9544753086419755,2.9461538461538463,1.442947702060222,1.7872832369942198,7.317270624518119,1.9593967517401392,7.838620142743854,1.2993827160493827,1.5615258408531585,1.5329178028827426,1.2322183775470972,1.968968192397207,1.5263765883711975,2.5407925407925407,2.0206896551724136,2.0008035355564484,0.6196029773109727
GRC,1.7227805695142375,1.3580901856763925,2.5209380234505865,2.3561872909698995,2.2864674868189807,2.421666666666667,2.284031413612565,1.5439330543933054,2.2148829431438126,6.181666666666667,1.664715719063545,4.764909248055315,2.240101095197978,2.3884297520661155,1.915824915824916,1.0925771476230193,2.298744769874477,1.9371859296482408,3.2857142857142856,3.0698080279232114,3.0806174957118357,0.509141719175235
GTM,1.627339300244101,1.4597233523189586,2.45240032546786,2.662327095199349,2.1749389747762407,2.277461350691619,1.6558177379983727,1.7483498349834985,1.5931651749389748,7.499593165174939,1.5939788445890968,3.7302904564315353,2.1501251042535445,2.3690376569037657,1.8201790073230268,1.2933442892358258,2.554908485856905,2.214226633581472,3.1670802315963607,2.667779632721202,2.874584717607973,0.5526440436014358
HKG,1.8376027066215563,1.9078185328185329,2.370835345243844,2.667953667953668,1.9801548886737657,2.0458052073288333,2.5907335907335907,1.7490328820116054,2.1052631578947367,6.633558341369334,1.7826506024096385,5.129142300194932,2.1349129593810443,2.217438105489774,1.6050338818973862,1.3083976833976834,2.2941747572815534,2.010612638687892,2.8783325254483763,2.5310344827586206,2.548180924287119,0.5555947911560052
IDN,1.7450735064122616,1.0809628008752736,2.362781954887218,2.2075,2.044883866917765,1.618125,1.7048306148055208,1.958020050125313,1.6295717411691153,7.556633291614518,1.245,1.610222640326121,2.632422243166824,2.711652794292509,1.9481087839949984,1.3613629259143485,2.351469668542839,2.5,3.409631019387117,2.876450297899028,3.1475875118259222,0.5515471566054286
IND,1.966646813579512,1.339667458432304,1.63755980861244,1.6985731272294886,2.267504488330341,1.6943620178041543,2.15438373570521,1.7571865443425077,1.7823250296559905,7.204383886255924,1.2761707988980715,2.742897727272727,2.335846470185058,2.391855203619909,1.8231414868105515,1.1673565937315198,1.9562389118864576,1.9625668449197864,2.8885560215698023,2.4370102471368296,2.834625322997416,0.5943502968980076
IRN,1.704742818971276,1.2744310575635878,1.969251336898396,2.670690811535882,2.618022864828514,1.8377837116154876,2.536979969183359,1.8503355704697984,2.2197728790915163,6.200934579439252,,1.602013422818792,2.3410169491525425,2.17722371967655,1.8516042780748665,1.1674449633088726,2.112525117213664,1.96524064171123,3.014705882352941,2.4054242002781643,2.9931926480599045,0.5160938742345295
IRQ,1.9161777032690697,1.2629382303839731,1.3614357262103507,1.5426160337552743,2.395744680851064,1.5659432387312189,1.813529921942758,1.9014321819713564,2.212892281594572,4.465,1.4491666666666667,2.295808383233533,2.6320754716981134,2.8448275862068964,1.887563884156729,1.07256046705588,1.8819095477386936,1.8536789297658864,3.0800681431005112,2.694468832309043,3.02841918294849,0.5541499065752375
JOR,1.798165137614679,1.3978397839783978,1.3291770573566084,1.68526228143214,2.2944630872483223,1.3085904920767306,2.470857142857142,1.902928870292887,1.9224353628023352,6.867830423940149,1.0623441396508728,1.2711297071129708,2.705161854768154,2.9086908690869087,1.840301003344481,1.1213632585203657,2.012562814070352,1.945091514143095,2.969974979149291,2.576068376068376,2.705982905982906,0.582459305358201
JPN,1.637931034482759,1.8122605363984676,2.3896604938271606,3.6419379258137776,2.4653760238272526,2.421804511278196,2.0759101471727344,1.8579150579150576,1.7983383685800605,6.7593984962406015,1.7285171102661596,6.710180623973727,1.5846407927332782,2.532511210762332,1.6440281030444963,1.3013493253373314,2.353784860557769,2.0206264323911385,3.1325411334552102,3.0508474576271185,2.8974358974358974,0.5456981271976663
KAZ,1.8704581358609795,1.6737756714060033,2.4851881505204165,2.673826571201273,1.825757575757576,2.1744091279543603,2.1349397590361447,1.721122112211221,1.8125516102394716,6.91593973037272,1.2656739811912223,2.2206776715899217,2.706984667802385,2.722592945662536,1.7610837438423643,1.1490196078431372,2.18863456985004,2.1867088607594938,3.161367249602544,2.738255033557047,2.638047138047138,0.5393894450725779
KEN,1.7709984152139462,1.1454545454545455,1.9507545671167597,2.1823248407643314,2.07741935483871,2.0914149443561207,1.5597433841218926,1.701121794871795,1.6839584996009578,5.875,1.248578391551584,3.0065843621399178,2.27165685449958,2.3597972972972974,1.904153354632588,1.2474226804123711,2.293322734499205,2.1630867143993635,3.08792965627498,2.611290322580645,2.8751007252215954,0.575336335906503
KGZ,1.823873121869783,1.5917854149203687,1.810041841004184,1.9622799664710813,2.4199318568994888,1.899159663865546,2.005892255892256,1.646114864864865,1.365304420350292,8.38313856427379,1.275,1.482394366197183,2.714655172413793,2.8139737991266376,1.8815126050420168,1.1326105087572975,1.9380753138075315,2.0922818791946307,3.1056635672020287,2.9223549488054608,2.69812925170068,0.5518006054760847
KOR,1.843373493975904,1.7421686746987952,2.359036144578313,2.621686746987952,2.091566265060241,2.2867469879518074,2.118875502008032,1.5710843373493977,2.069076305220884,6.7269076305220885,1.204016064257028,3.232128514056225,2.177510040160642,2.3734939759036147,1.670682730923695,1.2048192771084338,2.0971887550200803,2.078714859437751,3.0377510040160645,2.882730923694779,3.02570281124498,0.5500892458723784
LBN,1.6541666666666666,1.3791666666666669,1.9083333333333332,2.0191666666666666,2.2554621848739496,1.8675,2.180833333333333,1.736842105263158,1.97,6.683333333333334,1.5233333333333334,2.338926174496644,2.6244725738396624,2.779386712095401,1.9008333333333332,1.1916666666666669,2.2957393483709274,2.34866220735786,3.1118530884808013,2.7052896725440805,2.892707460184409,0.5277236058504953
LBY,2.052896725440806,1.1676495366470092,1.424140821458508,1.848281642917016,2.6050632911392406,1.5142378559463987,1.8417021276595744,1.9106239460370995,1.7388748950461796,7.928877463581833,1.3737458193979932,1.1171735241502685,2.6297608503100087,2.7951176983435047,1.907312925170068,1.0879396984924623,1.890939597315436,1.837384744341995,3.091828138163437,3.1015490533562824,2.99061433447099,0.562262427811637
MAC,1.663064833005894,1.9269496544916087,2.4852362204724407,2.8045186640471518,1.7389597644749757,1.75049115913556,2.8675171736997056,1.8113948919449905,1.9550342130987293,6.459882583170255,1.563819095477387,5.258570029382958,2.3506366307541624,2.414945919370698,1.56198347107438,1.252199413489736,2.12843137254902,1.9755381604696676,2.7681728880157173,2.637524557956778,2.667976424361493,0.5710989157904874
MAR,1.8925,1.2233333333333334,2.1025,2.3625,2.4433333333333334,1.9933333333333332,2.3408333333333333,1.7495784148397977,2.056666666666666,6.681666666666667,1.2008333333333334,2.77,2.315,2.3325,1.835,1.4225,2.325833333333333,2.2758333333333334,2.97,2.9066666666666667,2.910833333333333,0.5447903301599198
MDV,1.6727799227799227,1.4342359767891684,2.229428848015489,2.751210067763795,2.637512147716229,2.0,1.82798833819242,1.7785299806576402,1.85024154589372,7.3018322082931535,1.1453320500481232,1.2610789980732178,2.042553191489361,2.3951456310679613,1.786757546251217,1.21944177093359,2.115087040618956,1.965284474445516,3.332686711930165,3.1666666666666665,2.929411764705882,0.553410132804173
MEX,1.576436781609195,1.3097701149425287,2.102771362586605,2.208189158016148,2.059400230680508,2.422081656124209,1.4645533141210374,1.7223502304147464,1.5025847214244687,8.13735632183908,1.7701612903225807,4.338661930136175,2.45066358915176,2.705491852745926,1.8970080552359037,1.3555427914991385,2.504602991944764,2.631609195402299,3.4091954022988507,2.9732713538640327,3.178592204770215,0.5281389573212769
MMR,2.0875,1.2716666666666667,1.524166666666667,1.6891666666666667,2.5625,1.62,1.8916666666666664,1.8858333333333333,1.825,7.2,1.086666666666667,1.7214345287739783,2.733738074588031,,1.8491666666666664,1.2591666666666668,2.1591666666666667,2.075833333333333,2.7291666666666665,3.111666666666667,3.1325,0.5577691174239567
MNG,1.8675213675213675,1.7246642246642248,2.415140415140415,2.625152625152625,1.8205128205128205,2.2124923453766074,2.3150183150183152,1.692918192918193,2.13003663003663,6.456043956043956,1.547008547008547,3.874236874236874,1.7326007326007329,2.2326007326007327,1.7250459277403551,1.3021978021978022,2.0641025641025643,2.068986568986569,2.8968253968253967,2.9383394383394386,3.031135531135531,0.5560196831471824
MYS,1.625285605483625,1.5148514851485149,1.9847677075399848,2.5575019040365574,2.128712871287129,2.3876618431073875,1.728103579588728,1.7189642041127189,1.971820258948972,6.989337395277989,1.396039603960396,3.594059405940594,2.0974866717440976,2.162985529322163,1.804265041888804,1.2757044935262758,2.1881188118811883,1.987052551408987,3.11957349581112,2.5163747143945163,2.8217821782178216,0.576036541383076
NGA,1.402429149797571,1.16421568627451,1.7036437246963565,1.8815896188158965,2.069558101472995,2.11317704122878,1.6026711185308848,1.719869706840391,1.89132197891322,5.617313915857605,1.1099434114793856,1.5,2.5909863945578238,2.647562018819504,1.8731707317073167,1.5299837925445705,2.296356275303644,2.3398058252427183,3.038866396761134,2.708367181153534,2.933387489845654,0.5594344647736674
NIC,1.695,1.336666666666667,2.035,2.255,2.435833333333333,1.9291666666666667,1.8233333333333333,1.653333333333333,1.6666666666666667,7.943333333333333,1.6675,3.2641666666666667,2.520833333333333,2.787487586891758,1.9575,1.5566666666666666,2.7666666666666666,2.46,3.4491666666666667,2.9133333333333336,3.335833333333333,0.4982211950210956
NIR,1.6224719101123597,2.06981981981982,2.444943820224719,3.5493273542600896,1.764840182648402,1.8853932584269664,2.956011730205278,1.4709976798143851,1.6539325842696628,7.486547085201794,1.9192825112107623,6.593533487297922,1.385135135135135,1.7806603773584906,1.5926773455377574,1.222972972972973,1.858744394618834,1.5258426966292136,2.591836734693877,1.988558352402746,2.0711009174311927,0.6121502333048346
NLD,1.495242626070409,1.988365650969529,2.729649728663049,3.605352798053528,1.8476517754868271,1.9079143852663016,3.2404109589041097,1.5419287211740045,1.8388998035363455,7.357246728065923,1.9766650461837627,9.03134962805526,1.560124934929724,1.788040576615056,1.3879443585780529,1.2130584192439862,1.7469199178644763,1.4258893280632412,2.3298319327731094,2.0135933806146573,2.043956043956044,0.6276047057422737
NZL,1.570854271356784,1.9823284823284824,2.7492447129909365,3.4752475247524752,1.76629889669007,1.77179236043095,3.114669421487603,1.4703389830508475,1.7347140039447733,7.545365853658536,1.924314096499527,7.327922077922078,1.2267839687194526,1.831702544031311,1.4049751243781097,1.213385063045587,1.9425403225806448,1.5102439024390244,2.5180851063829786,2.1672727272727275,2.1463133640553,0.6212142689828494
PAK,2.2585858585858585,1.608761329305136,1.6204637096774193,1.7163192679206911,2.102082275266633,1.84510595358224,1.627470856563609,1.548469387755102,1.6532865027596588,7.669354838709677,1.588471177944862,1.5824175824175823,2.580681818181818,2.7539203860072377,1.765032844871147,1.2992957746478873,1.9768495218923,1.857359635811836,2.964992389649924,3.074418604651163,3.148325358851675,0.5401601242832216
PER,1.9173850574712643,1.3256814921090387,2.115606936416185,2.2630057803468207,2.276934201012292,2.8783977110157366,1.689554419284149,1.8465991316931984,1.8293906810035845,7.634670487106018,1.6444605358435915,2.845864661654135,2.335055350553505,2.6766370250606304,1.9469534050179207,1.3917083631165117,2.896280400572246,2.804581245526127,3.518651362984218,3.111516034985423,3.401603498542274,0.4858849357612587
PHL,2.341117597998332,1.086666666666667,1.8583333333333332,2.235,1.6308333333333334,1.981666666666667,1.5858333333333334,1.6814011676396998,1.5838198498748957,7.368333333333333,1.830833333333333,4.57,2.4825,2.785057471264368,1.946532999164578,1.1891666666666667,2.13,2.050041701417848,2.9791666666666665,2.691666666666667,2.931666666666666,0.5564521205346379
PRI,1.4176313446126447,1.3987511150758252,2.0528200537153087,3.1009830205540663,2.476827094474153,1.7008014247551202,2.2288288288288287,1.7600716204118174,1.6016042780748665,8.404634581105169,1.8748890860692105,5.578707916287534,2.1575157515751577,2.287558685446009,1.82168458781362,1.4466192170818506,2.132562277580071,1.934163701067616,3.101694915254237,2.368279569892473,2.4228007181328546,0.5743333229431185
ROU,1.7410358565737052,1.7318435754189945,2.2590216519647157,2.348521183053557,2.485453034081463,1.7967741935483872,2.6847161572052403,1.6569343065693432,2.0597738287560583,7.1836407377706495,1.435562805872757,2.342442356959864,2.371152154793316,2.565638766519824,1.881260096930533,1.257781324820431,2.614147909967845,2.330658105939005,3.276174773289365,2.901521933751119,2.9724199288256226,0.5011612369643961
RUS,1.8232013385387615,1.9632516703786191,2.5914462577377604,2.851160158460668,2.215929203539823,2.253093363329584,2.445694991558807,1.756210283073368,2.019329164297897,6.546518105849582,1.343646408839779,2.6045130641330165,2.433158201984822,2.557926829268293,1.7609065155807366,1.1772853185595569,2.140213123948401,2.046875,3.0474040632054176,2.7768948655256724,2.7483241925655086,0.5238826329583011
SGP,1.8409542743538767,1.8659022931206384,2.342786069651741,2.9965191447041275,1.9900049975012493,1.708457711442786,2.3129287598944592,1.7883358471593769,1.8596316575410647,6.985564957690393,1.7385685884691848,3.447686116700201,2.4145363408521305,2.499748617395676,1.66016016016016,1.24601593625498,2.1590229312063807,1.8898854010961637,3.0134730538922154,2.522517911975435,2.63302752293578,0.5486852966499898
SRB,1.6586538461538465,1.7573099415204678,2.355250245338567,2.5417895771878074,2.288911495422177,2.043186180422265,2.118069815195072,1.443359375,2.044145873320537,6.704061895551257,1.3736791546589815,3.855544252288912,2.0981404958677685,2.492849284928493,1.8338192419825072,1.1648987463837994,2.205911330049261,1.955641272902604,2.9609375,2.5577492596248765,2.5616979269496545,0.5482531985811233
SVK,1.6196830692243536,1.9018612521150595,2.309623430962343,2.551839464882943,1.901639344262295,2.161641541038526,2.9040852575488456,1.6986531986531987,2.3043478260869565,6.78,1.587382779198636,4.909498207885305,1.7358649789029537,2.2633390705679863,1.7840336134453785,1.3185988323603002,2.0025020850708923,1.995,2.866498740554156,2.60625,2.730633802816901,0.5603663251538018
THA,2.0382775119617227,1.5633039945836154,2.366089965397924,2.460361613351877,2.267433501078361,1.9937845303867403,2.139784946236559,1.6873315363881405,1.8453815261044175,6.597324414715719,1.6486666666666667,4.208080808080808,2.47322623828648,2.5214574898785425,1.6863157894736842,1.1802403204272365,1.9183400267737616,2.00201072386059,2.9171717171717173,2.745956873315364,2.8609986504723346,0.5440304280283714
TJK,2.1825,1.5683333333333334,1.4308333333333334,1.7466666666666666,2.4075,1.2708333333333333,2.543333333333333,1.6566666666666667,1.4341666666666666,7.949166666666667,,,2.7191666666666667,2.8666666666666667,1.794166666666667,1.0583333333333331,1.9966666666666664,2.2575,3.415833333333333,3.424166666666667,3.290833333333333,0.4934645061728394
TUN,1.7885572139303485,1.2378964941569282,1.4495033112582782,1.7296849087893864,2.366056572379368,1.5830564784053156,1.6227598566308243,1.8179508890770533,2.113598673300166,5.521955260977631,1.4214659685863875,1.4120100083402836,2.692236598890943,2.794358507734304,1.857508532423208,1.398834304746045,2.199335548172757,2.2091286307053943,2.962624584717608,2.9354568315171834,2.9424040066777963,0.5413422690074917
TUR,1.5356846473029049,1.7225457570715474,2.238516645596292,2.5823106220905627,1.944421052631579,2.180590717299578,2.016941176470588,1.6014339940953184,1.9434981304528456,6.518087318087318,1.2145922746781117,2.077020736352095,2.40337224383917,2.4777041942604856,1.8573839662447256,1.2067965188561955,2.014119601328904,2.224574512245745,3.00124584717608,2.844386649328132,2.869883670831538,0.5455969634249398
TWN,1.6737530662305806,1.5110384300899429,2.2729508196721318,2.900163666121113,2.493355481727575,1.563368765331153,2.1488143908421917,1.8718159408381263,1.860179885527392,7.068683565004088,1.5560098119378578,4.351594439901881,2.2101390024529843,2.5224856909239577,1.6901062959934587,1.214227309893704,2.098937040065413,1.845461978740801,2.7923139820114478,2.465249386753884,2.622240392477514,0.5794095462231221
UKR,1.8479117415287627,1.872138910812944,2.85140562248996,2.897353648757017,2.128747795414462,2.100398406374502,2.150641025641025,1.6869918699186992,2.0343450479233227,6.0965189873417724,1.504704875962361,2.732245681381958,2.34315424610052,2.4717994628469118,1.6934713375796178,1.2384313725490197,2.132966168371361,2.172169811320755,2.9407407407407407,2.6301498127340825,2.609665427509294,0.5283495505273152
URY,1.5598377281947262,1.3556231003039514,2.5508130081300813,2.8796764408493427,2.144777662874871,2.1072144288577155,1.8664596273291925,1.483837330552659,1.66359918200409,8.128128128128129,1.951,6.831154684095861,1.9234800838574424,2.2882483370288247,1.85140562248996,1.414904330312185,2.32725430597771,1.9939086294416244,3.171954964176049,2.694186046511628,2.634396355353075,0.5550331928691724
USA,1.7300542215336947,1.8549262994569435,2.4413018209996125,3.249418153607448,1.943454686289698,2.2605497483546264,2.8352118150019434,1.2905882352941176,1.8821483771251928,7.222222222222222,1.871457905544148,6.496865203761756,1.4597432905484249,1.6650738488271069,1.6026285272516427,1.463292117465224,2.238003095975232,1.803723816912335,2.770123839009288,2.225555122711336,2.2165431135388216,0.5746871205759556
UZB,2.2315112540192925,1.533279871692061,2.020358306188925,2.25,1.7826810990840969,1.5713121434392827,2.15,1.5777027027027026,1.5280716029292107,6.960664335664336,1.7584,,2.3890977443609023,2.4695652173913043,1.6528925619834711,1.1902086677367576,2.199517296862429,2.427074939564867,3.186027619821284,3.016949152542373,2.9027895181741337,0.5299141531169519
VEN,1.7042016806722688,1.4428571428571428,2.0983193277310925,2.342857142857143,2.56218487394958,2.36218487394958,1.8722689075630248,1.4983193277310924,1.8714285714285717,7.016806722689076,1.6840336134453782,4.180672268907563,2.357983193277311,2.626890756302521,1.857983193277311,1.357983193277311,2.3781512605042017,2.4252100840336133,3.2521008403361344,2.842857142857143,3.001680672268908,0.5043228402472101
VNM,2.2416666666666667,1.3591666666666666,1.9666666666666663,2.1691666666666665,2.1425,1.9433333333333331,1.5478991596638656,1.6758333333333333,1.5525,8.025833333333333,1.2391666666666667,5.6425,2.716666666666667,2.867311072056239,1.7233333333333334,1.0675,1.995,2.1333333333333333,2.8725,2.7316666666666665,2.8466666666666667,0.5880415927517918
ZWE,1.839506172839506,1.1350906095551894,1.7932454695222406,1.9141914191419145,2.424567188788129,2.1779242174629325,1.5128205128205128,1.7159372419488026,2.4637561779242176,4.950576606260297,1.0990016638935107,1.716996699669967,2.5575,2.6796200345423142,1.9785831960461284,1.2759472817133444,2.2411230388109,2.262984336356142,3.125516102394715,2.5012427506213752,2.827098919368246,0.537060258623969
