country,Q73,Q71,Q74,Q72,Q70
Malaysia,2.6399694889397405,2.517530487804878,2.3264683447749808,2.8268497330282227,2.2332317073170733
Nigeria,2.827049180327869,2.691808596918086,2.5378973105134475,2.8943948009748173,2.6233660130718954
Nicaragua,3.1858333333333335,2.9358333333333335,3.2083333333333335,3.2925,3.0225
Northern Ireland,3.207289293849658,3.1636363636363636,2.4674418604651165,3.256818181818182,2.275058275058275
Netherlands,2.826109936575053,2.870741482965932,2.7726550079491257,3.0476431829700963,2.2536487166582786
New Zealand,2.588235294117647,2.4485219164118246,2.44692144373673,2.90216271884655,2.1116650049850447
Pakistan,2.5121816168327795,2.2907511497189574,2.4195922989807475,2.7645833333333334,2.2731481481481484
Peru,3.7028985507246377,3.447501810282404,3.5279593318809006,3.6529581529581527,3.467391304347826
Philippines,2.1883333333333335,1.8833333333333333,2.050875729774812,2.3291666666666666,1.9433333333333334
Puerto Rico,3.344186046511628,3.306379155435759,3.239051094890511,3.4995491433724077,2.7873873873873873
Romania,3.3537696768848386,3.164154103852596,3.020678246484698,3.438902743142145,2.7547993019197206
Russia,2.7267657992565058,2.4773638968481375,2.3975044563279857,2.866230677764566,2.602112676056338
Singapore,2.161038961038961,1.990950226244344,2.066225165562914,2.426032409827496,1.970843989769821
Serbia,3.2395833333333335,3.05424769703173,3.085327783558793,3.392378990731205,2.9342770475227504
Slovakia,3.1665250637213256,3.1596283783783785,2.537807986406117,3.210526315789474,2.7955894826123835
Thailand,2.427606901725431,2.4024745269286756,2.297514619883041,2.6543026706231454,2.084241103848947
Tajikistan,1.7227635075287866,1.5691263782866836,1.8753387533875339,2.128440366972477,1.8298429319371727
Tunisia,3.512690355329949,3.404560810810811,3.028109028960818,3.5637130801687764,2.5488013698630136
Turkey,2.3671209540034073,2.1363636363636362,2.3208351086493395,2.5038200339558574,2.0724455611390287
Taiwan,2.907035175879397,2.546666666666667,2.3391376451077943,3.006677796327212,2.4623115577889445
Ukraine,3.2434426229508198,3.1637572734829593,2.8408333333333333,3.2273858921161827,3.1610968294772923
Uruguay,2.6839872746553555,2.4974567650050865,2.490740740740741,2.9608247422680414,2.304663212435233
United States,3.0949785908913974,2.9236138037999226,2.6422413793103448,3.144690781796966,2.387222438644332
Uzbekistan,1.956989247311828,1.7148659626320064,1.9034874290348742,2.1482701812191105,1.8507340946166395
Venezuela,3.339495798319328,3.3092436974789914,3.2470588235294118,3.372268907563025,3.2478991596638656
Vietnam,1.7306368330464716,1.7028862478777589,2.019810508182601,1.797971259509721,1.7991489361702129
Zimbabwe,2.6985049833887045,2.5306291390728477,2.4958471760797343,2.9857740585774057,2.4925249169435215
